Team 1,Team 2,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating
"9INE
                    
                    9","Liquid
                    
                    16",Krzysztof 'Goofy' Górski,Goofy,10-19,-9,44.8,60.0%,0.55,Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,17-15,+2,68.8,76.0%,1.24
"9INE
                    
                    9","Liquid
                    
                    16",Krzysztof 'Goofy' Górski,Goofy,10-19,-9,44.8,60.0%,0.55,Jonathan 'EliGE' Jablonowski,EliGE,15-14,+1,57.7,84.0%,1.02
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Denis 'electroNic' Sharipov,electroNic,25-18,+7,99.2,80.8%,1.40,,,,,,,
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Valeriy 'b1t' Vakhovskiy,b1t,24-14,+10,84.2,76.9%,1.34,,,,,,,
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Ilya 'Perfecto' Zalutskiy,Perfecto,20-13,+7,85.6,76.9%,1.31,,,,,,,
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Oleksandr 's1mple' Kostyliev,s1mple,17-16,+1,71.1,69.2%,1.12,,,,,,,
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Andrii 'npl' Kukharskyi,npl,13-16,-3,54.3,65.4%,0.79,Mihai 'iM' Ivan,iM,22-21,+1,110.1,61.5%,1.27
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Andrii 'npl' Kukharskyi,npl,13-16,-3,54.3,65.4%,0.79,Frederik 'acoR' Gyldstrand,acoR,18-18,0,63.9,57.7%,0.95
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Andrii 'npl' Kukharskyi,npl,13-16,-3,54.3,65.4%,0.79,Isak 'isak' Fahlén,isak,12-20,-8,51.4,65.4%,0.71
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Andrii 'npl' Kukharskyi,npl,13-16,-3,54.3,65.4%,0.79,Kamil 'siuhy' Szkaradek,siuhy,14-20,-6,64.5,50.0%,0.70
"Natus Vincere
                    
                    16","GamerLegion
                    
                    10",Andrii 'npl' Kukharskyi,npl,13-16,-3,54.3,65.4%,0.79,Nicolas 'Keoz' Dgus,Keoz,10-20,-10,54.9,53.8%,0.63
"ENCE
                    
                    1","Vitality
                    
                    2",Alvaro 'SunPayus' Garcia,SunPayus,62-45,+17,80.3,73.7%,1.27,,,,,,,
"ENCE
                    
                    1","Vitality
                    
                    2",Pavle 'Maden' Bošković,Maden,55-49,+6,77.9,77.6%,1.14,,,,,,,
"ENCE
                    
                    1","Vitality
                    
                    2",Paweł 'dycha' Dycha,dycha,39-46,-7,68.6,68.4%,0.98,,,,,,,
"ENCE
                    
                    1","Vitality
                    
                    2",Guy 'NertZ' Iluz,NertZ,46-45,+1,69.5,61.8%,0.95,,,,,,,
"ENCE
                    
                    1","Vitality
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,37-49,-12,54.8,61.8%,0.81,Mathieu 'ZywOo' Herbaut,ZywOo,66-44,+22,85.4,77.6%,1.34
"ENCE
                    
                    1","Vitality
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,37-49,-12,54.8,61.8%,0.81,Lotan 'Spinx' Giladi,Spinx,53-51,+2,76.0,63.2%,1.00
"ENCE
                    
                    1","Vitality
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,37-49,-12,54.8,61.8%,0.81,Emil 'Magisk' Reif,Magisk,44-48,-4,65.7,68.4%,0.95
"ENCE
                    
                    1","Vitality
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,37-49,-12,54.8,61.8%,0.81,Shahar 'flameZ' Shushan,flameZ,39-41,-2,59.9,65.8%,0.92
"ENCE
                    
                    1","Vitality
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,37-49,-12,54.8,61.8%,0.81,Dan 'apEX' Madesclaire,apEX,32-56,-24,65.3,64.5%,0.75
"Vitality
                    
                    2","G2
                    
                    1",Emil 'Magisk' Reif,Magisk,68-54,+14,86.9,71.6%,1.18,,,,,,,
"Vitality
                    
                    2","G2
                    
                    1",Mathieu 'ZywOo' Herbaut,ZywOo,59-51,+8,64.9,75.0%,1.13,,,,,,,
"Vitality
                    
                    2","G2
                    
                    1",Lotan 'Spinx' Giladi,Spinx,56-55,+1,69.0,69.3%,0.99,,,,,,,
"Vitality
                    
                    2","G2
                    
                    1",Shahar 'flameZ' Shushan,flameZ,51-61,-10,70.8,70.5%,0.98,,,,,,,
"Vitality
                    
                    2","G2
                    
                    1",Dan 'apEX' Madesclaire,apEX,44-59,-15,60.6,58.0%,0.81,Nikola 'NiKo' Kovač,NiKo,76-52,+24,89.4,79.5%,1.33
"Vitality
                    
                    2","G2
                    
                    1",Dan 'apEX' Madesclaire,apEX,44-59,-15,60.6,58.0%,0.81,Nemanja 'huNter-' Kovač,huNter-,62-60,+2,86.6,68.2%,1.12
"Vitality
                    
                    2","G2
                    
                    1",Dan 'apEX' Madesclaire,apEX,44-59,-15,60.6,58.0%,0.81,Ilya 'm0NESY' Osipov,m0NESY,54-50,+4,62.0,67.0%,1.03
"Vitality
                    
                    2","G2
                    
                    1",Dan 'apEX' Madesclaire,apEX,44-59,-15,60.6,58.0%,0.81,Justin 'jks' Savage,jks,45-52,-7,59.5,77.3%,0.95
"Vitality
                    
                    2","G2
                    
                    1",Dan 'apEX' Madesclaire,apEX,44-59,-15,60.6,58.0%,0.81,Rasmus 'HooXi' Nielsen,HooXi,43-67,-24,54.4,64.8%,0.76
"Heroic
                    
                    0","ENCE
                    
                    2",René 'TeSeS' Madsen,TeSeS,43-45,-2,73.3,73.0%,1.04,,,,,,,
"Heroic
                    
                    0","ENCE
                    
                    2",Jakob 'jabbi' Nygaard,jabbi,39-47,-8,70.4,68.3%,0.98,,,,,,,
"Heroic
                    
                    0","ENCE
                    
                    2",Rasmus 'sjuush' Beck,sjuush,46-47,-1,83.0,73.0%,0.98,,,,,,,
"Heroic
                    
                    0","ENCE
                    
                    2",Martin 'stavn' Lund,stavn,44-48,-4,69.1,66.7%,0.93,,,,,,,
"Heroic
                    
                    0","ENCE
                    
                    2",Casper 'cadiaN' Møller,cadiaN,26-43,-17,53.5,61.9%,0.75,Guy 'NertZ' Iluz,NertZ,50-38,+12,86.0,76.2%,1.26
"Heroic
                    
                    0","ENCE
                    
                    2",Casper 'cadiaN' Møller,cadiaN,26-43,-17,53.5,61.9%,0.75,Paweł 'dycha' Dycha,dycha,47-39,+8,84.7,77.8%,1.22
"Heroic
                    
                    0","ENCE
                    
                    2",Casper 'cadiaN' Møller,cadiaN,26-43,-17,53.5,61.9%,0.75,Alvaro 'SunPayus' Garcia,SunPayus,50-33,+17,71.1,71.4%,1.22
"Heroic
                    
                    0","ENCE
                    
                    2",Casper 'cadiaN' Møller,cadiaN,26-43,-17,53.5,61.9%,0.75,Pavle 'Maden' Bošković,Maden,47-41,+6,77.9,68.3%,1.07
"Heroic
                    
                    0","ENCE
                    
                    2",Casper 'cadiaN' Møller,cadiaN,26-43,-17,53.5,61.9%,0.75,Marco 'Snappi' Pfeiffer,Snappi,36-49,-13,74.5,66.7%,0.89
"G2
                    
                    2","Virtus.pro
                    
                    1",Nikola 'NiKo' Kovač,NiKo,68-52,+16,90.4,72.5%,1.22,,,,,,,
"G2
                    
                    2","Virtus.pro
                    
                    1",Nemanja 'huNter-' Kovač,huNter-,60-51,+9,86.3,67.5%,1.12,,,,,,,
"G2
                    
                    2","Virtus.pro
                    
                    1",Ilya 'm0NESY' Osipov,m0NESY,54-45,+9,66.9,71.2%,1.08,,,,,,,
"G2
                    
                    2","Virtus.pro
                    
                    1",Justin 'jks' Savage,jks,40-48,-8,56.8,75.0%,0.89,,,,,,,
"G2
                    
                    2","Virtus.pro
                    
                    1",Rasmus 'HooXi' Nielsen,HooXi,35-53,-18,54.8,70.0%,0.85,Petr 'fame' Bolyshev,fame,64-55,+9,84.0,75.0%,1.18
"G2
                    
                    2","Virtus.pro
                    
                    1",Rasmus 'HooXi' Nielsen,HooXi,35-53,-18,54.8,70.0%,0.85,Nikolay 'mir' Bityukov,mir,59-51,+8,83.3,71.2%,1.12
"G2
                    
                    2","Virtus.pro
                    
                    1",Rasmus 'HooXi' Nielsen,HooXi,35-53,-18,54.8,70.0%,0.85,Evgenii 'FL1T' Lebedev,FL1T,49-55,-6,76.4,58.8%,1.00
"G2
                    
                    2","Virtus.pro
                    
                    1",Rasmus 'HooXi' Nielsen,HooXi,35-53,-18,54.8,70.0%,0.85,Dzhami 'Jame' Ali,Jame,40-50,-10,53.9,66.2%,0.87
"G2
                    
                    2","Virtus.pro
                    
                    1",Rasmus 'HooXi' Nielsen,HooXi,35-53,-18,54.8,70.0%,0.85,Alexey 'Qikert' Golubev,Qikert,37-48,-11,51.7,71.2%,0.87
"Cloud9
                    
                    0","ENCE
                    
                    2",Dmitry 'sh1ro' Sokolov,sh1ro,27-34,-7,59.2,66.7%,0.86,,,,,,,
"Cloud9
                    
                    0","ENCE
                    
                    2",Denis 'electroNic' Sharipov,electroNic,27-37,-10,65.1,66.7%,0.82,,,,,,,
"Cloud9
                    
                    0","ENCE
                    
                    2",Ilya 'Perfecto' Zalutskiy,Perfecto,27-32,-5,72.2,60.0%,0.80,,,,,,,
"Cloud9
                    
                    0","ENCE
                    
                    2",Sergey 'Ax1Le' Rykhtorov,Ax1Le,22-36,-14,62.4,60.0%,0.77,,,,,,,
"Cloud9
                    
                    0","ENCE
                    
                    2",Abay 'HObbit' Khassenov,HObbit,22-38,-16,66.5,51.1%,0.66,Guy 'NertZ' Iluz,NertZ,44-25,+19,108.1,80.0%,1.50
"Cloud9
                    
                    0","ENCE
                    
                    2",Abay 'HObbit' Khassenov,HObbit,22-38,-16,66.5,51.1%,0.66,Pavle 'Maden' Bošković,Maden,36-22,+14,87.4,77.8%,1.39
"Cloud9
                    
                    0","ENCE
                    
                    2",Abay 'HObbit' Khassenov,HObbit,22-38,-16,66.5,51.1%,0.66,Paweł 'dycha' Dycha,dycha,35-27,+8,92.6,84.4%,1.34
"Cloud9
                    
                    0","ENCE
                    
                    2",Abay 'HObbit' Khassenov,HObbit,22-38,-16,66.5,51.1%,0.66,Alvaro 'SunPayus' Garcia,SunPayus,34-22,+12,71.4,84.4%,1.29
"Cloud9
                    
                    0","ENCE
                    
                    2",Abay 'HObbit' Khassenov,HObbit,22-38,-16,66.5,51.1%,0.66,Marco 'Snappi' Pfeiffer,Snappi,25-29,-4,60.6,75.6%,0.96
"GamerLegion
                    
                    1","Heroic
                    
                    2",Sebastian 'volt' Maloș,volt,44-51,-7,69.3,59.7%,0.99,,,,,,,
"GamerLegion
                    
                    1","Heroic
                    
                    2",Frederik 'acoR' Gyldstrand,acoR,40-47,-7,62.3,62.7%,0.94,,,,,,,
"GamerLegion
                    
                    1","Heroic
                    
                    2",Isak 'isak' Fahlén,isak,40-50,-10,67.9,59.7%,0.82,,,,,,,
"GamerLegion
                    
                    1","Heroic
                    
                    2",Sanzhar 'neaLaN' Iskhakov,neaLaN,29-50,-21,51.3,52.2%,0.66,,,,,,,
"GamerLegion
                    
                    1","Heroic
                    
                    2",Nicolas 'Keoz' Dgus,Keoz,22-54,-32,48.4,56.7%,0.60,René 'TeSeS' Madsen,TeSeS,54-36,+18,99.4,79.1%,1.41
"GamerLegion
                    
                    1","Heroic
                    
                    2",Nicolas 'Keoz' Dgus,Keoz,22-54,-32,48.4,56.7%,0.60,Martin 'stavn' Lund,stavn,60-32,+28,86.2,86.6%,1.41
"GamerLegion
                    
                    1","Heroic
                    
                    2",Nicolas 'Keoz' Dgus,Keoz,22-54,-32,48.4,56.7%,0.60,Jakob 'jabbi' Nygaard,jabbi,52-37,+15,77.0,80.6%,1.24
"GamerLegion
                    
                    1","Heroic
                    
                    2",Nicolas 'Keoz' Dgus,Keoz,22-54,-32,48.4,56.7%,0.60,Casper 'cadiaN' Møller,cadiaN,41-36,+5,75.8,80.6%,1.14
"GamerLegion
                    
                    1","Heroic
                    
                    2",Nicolas 'Keoz' Dgus,Keoz,22-54,-32,48.4,56.7%,0.60,Rasmus 'sjuush' Beck,sjuush,41-37,+4,62.4,74.6%,1.00
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Shahar 'flameZ' Shushan,flameZ,48-19,+29,96.0,88.9%,1.62,,,,,,,
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Emil 'Magisk' Reif,Magisk,36-24,+12,91.7,77.8%,1.35,,,,,,,
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Lotan 'Spinx' Giladi,Spinx,34-27,+7,83.8,75.6%,1.24,,,,,,,
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Mathieu 'ZywOo' Herbaut,ZywOo,29-24,+5,67.7,77.8%,1.11,,,,,,,
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Dan 'apEX' Madesclaire,apEX,26-30,-4,72.9,66.7%,0.89,Aleksi 'Aleksib' Virolainen,Aleksib,28-35,-7,71.0,57.8%,0.91
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Dan 'apEX' Madesclaire,apEX,26-30,-4,72.9,66.7%,0.89,Oleksandr 's1mple' Kostyliev,s1mple,27-32,-5,68.1,60.0%,0.91
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Dan 'apEX' Madesclaire,apEX,26-30,-4,72.9,66.7%,0.89,Mihai 'iM' Ivan,iM,25-35,-10,63.3,64.4%,0.87
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Dan 'apEX' Madesclaire,apEX,26-30,-4,72.9,66.7%,0.89,Valeriy 'b1t' Vakhovskiy,b1t,24-34,-10,52.8,57.8%,0.72
"Vitality
                    
                    2","Natus Vincere
                    
                    0",Dan 'apEX' Madesclaire,apEX,26-30,-4,72.9,66.7%,0.89,Justinas 'jL' Lekavicius,jL,19-38,-19,60.6,48.9%,0.54
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Russel 'Twistzz' Van Dulken,Twistzz,62-53,+9,74.7,75.9%,1.15,,,,,,,
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Robin 'ropz' Kool,ropz,63-62,+1,84.6,77.0%,1.12,,,,,,,
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Håvard 'rain' Nygaard,rain,53-57,-4,74.5,67.8%,0.99,,,,,,,
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Helvijs 'broky' Saukants,broky,44-50,-6,54.9,70.1%,0.92,,,,,,,
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Finn 'karrigan' Andersen,karrigan,50-59,-9,61.1,63.2%,0.90,Petr 'fame' Bolyshev,fame,58-53,+5,75.2,71.3%,1.10
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Finn 'karrigan' Andersen,karrigan,50-59,-9,61.1,63.2%,0.90,Nikolay 'mir' Bityukov,mir,57-54,+3,75.1,73.6%,1.10
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Finn 'karrigan' Andersen,karrigan,50-59,-9,61.1,63.2%,0.90,Evgenii 'FL1T' Lebedev,FL1T,57-58,-1,77.5,67.8%,1.05
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Finn 'karrigan' Andersen,karrigan,50-59,-9,61.1,63.2%,0.90,Dzhami 'Jame' Ali,Jame,52-51,+1,57.5,73.6%,1.00
"FaZe
                    
                    1","Virtus.pro
                    
                    2",Finn 'karrigan' Andersen,karrigan,50-59,-9,61.1,63.2%,0.90,Alexey 'Qikert' Golubev,Qikert,56-61,-5,67.2,59.8%,0.96
